anime_id,title,genre,type,episodes,rating,members,year
11061,Hunter x Hunter (2011),Action,TV,148.0,9.13,425855,2011.0
11061,Hunter x Hunter (2011),Adventure,TV,148.0,9.13,425855,2011.0
11061,Hunter x Hunter (2011),Shounen,TV,148.0,9.13,425855,2011.0
11061,Hunter x Hunter (2011),Super Power,TV,148.0,9.13,425855,2011.0
820,Ginga Eiyuu Densetsu,Drama,OVA,110.0,9.11,80679,1988.0
820,Ginga Eiyuu Densetsu,Military,OVA,110.0,9.11,80679,1988.0
820,Ginga Eiyuu Densetsu,Sci-Fi,OVA,110.0,9.11,80679,1988.0
820,Ginga Eiyuu Densetsu,Space,OVA,110.0,9.11,80679,1988.0
15335,Gintama Movie: Kanketsu-hen - Yorozuya yo Eien Nare,Action,Movie,1.0,9.1,72534,2013.0
15335,Gintama Movie: Kanketsu-hen - Yorozuya yo Eien Nare,Comedy,Movie,1.0,9.1,72534,2013.0
15335,Gintama Movie: Kanketsu-hen - Yorozuya yo Eien Nare,Historical,Movie,1.0,9.1,72534,2013.0
15335,Gintama Movie: Kanketsu-hen - Yorozuya yo Eien Nare,Parody,Movie,1.0,9.1,72534,2013.0
15335,Gintama Movie: Kanketsu-hen - Yorozuya yo Eien Nare,Samurai,Movie,1.0,9.1,72534,2013.0
15335,Gintama Movie: Kanketsu-hen - Yorozuya yo Eien Nare,Sci-Fi,Movie,1.0,9.1,72534,2013.0
15335,Gintama Movie: Kanketsu-hen - Yorozuya yo Eien Nare,Shounen,Movie,1.0,9.1,72534,2013.0
15417,Gintama&#039;: Enchousen,Action,TV,13.0,9.11,81109,2012.0
15417,Gintama&#039;: Enchousen,Comedy,TV,13.0,9.11,81109,2012.0
15417,Gintama&#039;: Enchousen,Historical,TV,13.0,9.11,81109,2012.0
15417,Gintama&#039;: Enchousen,Parody,TV,13.0,9.11,81109,2012.0
15417,Gintama&#039;: Enchousen,Samurai,TV,13.0,9.11,81109,2012.0
15417,Gintama&#039;: Enchousen,Sci-Fi,TV,13.0,9.11,81109,2012.0
15417,Gintama&#039;: Enchousen,Shounen,TV,13.0,9.11,81109,2012.0
4181,Clannad: After Story,Drama,TV,24.0,9.06,456749,2008.0
4181,Clannad: After Story,Fantasy,TV,24.0,9.06,456749,2008.0
4181,Clannad: After Story,Romance,TV,24.0,9.06,456749,2008.0
4181,Clannad: After Story,Slice of Life,TV,24.0,9.06,456749,2008.0
4181,Clannad: After Story,Supernatural,TV,24.0,9.06,456749,2008.0
28851,Koe no Katachi,Drama,Movie,1.0,9.05,102733,2016.0
28851,Koe no Katachi,School,Movie,1.0,9.05,102733,2016.0
28851,Koe no Katachi,Shounen,Movie,1.0,9.05,102733,2016.0
918,Gintama,Action,TV,201.0,9.04,336376,2006.0
918,Gintama,Comedy,TV,201.0,9.04,336376,2006.0
918,Gintama,Historical,TV,201.0,9.04,336376,2006.0
918,Gintama,Parody,TV,201.0,9.04,336376,2006.0
918,Gintama,Samurai,TV,201.0,9.04,336376,2006.0
918,Gintama,Sci-Fi,TV,201.0,9.04,336376,2006.0
918,Gintama,Shounen,TV,201.0,9.04,336376,2006.0
2904,Code Geass: Hangyaku no Lelouch R2,Action,TV,25.0,8.98,572888,2008.0
2904,Code Geass: Hangyaku no Lelouch R2,Drama,TV,25.0,8.98,572888,2008.0
2904,Code Geass: Hangyaku no Lelouch R2,Mecha,TV,25.0,8.98,572888,2008.0
2904,Code Geass: Hangyaku no Lelouch R2,Military,TV,25.0,8.98,572888,2008.0
2904,Code Geass: Hangyaku no Lelouch R2,Sci-Fi,TV,25.0,8.98,572888,2008.0
2904,Code Geass: Hangyaku no Lelouch R2,Super Power,TV,25.0,8.98,572888,2008.0
28891,Haikyuu!! Second Season,Comedy,TV,25.0,8.93,179342,2015.0
28891,Haikyuu!! Second Season,Drama,TV,25.0,8.93,179342,2015.0
28891,Haikyuu!! Second Season,School,TV,25.0,8.93,179342,2015.0
28891,Haikyuu!! Second Season,Shounen,TV,25.0,8.93,179342,2015.0
28891,Haikyuu!! Second Season,Sports,TV,25.0,8.93,179342,2015.0
199,Sen to Chihiro no Kamikakushi,Adventure,Movie,1.0,8.93,466254,2001.0
199,Sen to Chihiro no Kamikakushi,Drama,Movie,1.0,8.93,466254,2001.0
199,Sen to Chihiro no Kamikakushi,Supernatural,Movie,1.0,8.93,466254,2001.0
23273,Shigatsu wa Kimi no Uso,Drama,TV,22.0,8.92,416397,2014.0
23273,Shigatsu wa Kimi no Uso,Music,TV,22.0,8.92,416397,2014.0
23273,Shigatsu wa Kimi no Uso,Romance,TV,22.0,8.92,416397,2014.0
23273,Shigatsu wa Kimi no Uso,School,TV,22.0,8.92,416397,2014.0
23273,Shigatsu wa Kimi no Uso,Shounen,TV,22.0,8.92,416397,2014.0
24701,Mushishi Zoku Shou 2nd Season,Adventure,TV,10.0,8.88,75894,2014.0
24701,Mushishi Zoku Shou 2nd Season,Fantasy,TV,10.0,8.88,75894,2014.0
24701,Mushishi Zoku Shou 2nd Season,Historical,TV,10.0,8.88,75894,2014.0
24701,Mushishi Zoku Shou 2nd Season,Mystery,TV,10.0,8.88,75894,2014.0
24701,Mushishi Zoku Shou 2nd Season,Seinen,TV,10.0,8.88,75894,2014.0
24701,Mushishi Zoku Shou 2nd Season,Slice of Life,TV,10.0,8.88,75894,2014.0
24701,Mushishi Zoku Shou 2nd Season,Supernatural,TV,10.0,8.88,75894,2014.0
12355,Ookami Kodomo no Ame to Yuki,Fantasy,Movie,1.0,8.84,226193,2012.0
12355,Ookami Kodomo no Ame to Yuki,Slice of Life,Movie,1.0,8.84,226193,2012.0
1575,Code Geass: Hangyaku no Lelouch,Action,TV,25.0,8.83,715151,2006.0
1575,Code Geass: Hangyaku no Lelouch,Mecha,TV,25.0,8.83,715151,2006.0
1575,Code Geass: Hangyaku no Lelouch,Military,TV,25.0,8.83,715151,2006.0
1575,Code Geass: Hangyaku no Lelouch,School,TV,25.0,8.83,715151,2006.0
1575,Code Geass: Hangyaku no Lelouch,Sci-Fi,TV,25.0,8.83,715151,2006.0
1575,Code Geass: Hangyaku no Lelouch,Super Power,TV,25.0,8.83,715151,2006.0
263,Hajime no Ippo,Comedy,TV,75.0,8.83,157670,2000.0
263,Hajime no Ippo,Drama,TV,75.0,8.83,157670,2000.0
263,Hajime no Ippo,Shounen,TV,75.0,8.83,157670,2000.0
263,Hajime no Ippo,Sports,TV,75.0,8.83,157670,2000.0
44,Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,Action,OVA,4.0,8.83,129307,1999.0
44,Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,Drama,OVA,4.0,8.83,129307,1999.0
44,Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,Historical,OVA,4.0,8.83,129307,1999.0
44,Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,Martial Arts,OVA,4.0,8.83,129307,1999.0
44,Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,Romance,OVA,4.0,8.83,129307,1999.0
44,Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,Samurai,OVA,4.0,8.83,129307,1999.0
1,Cowboy Bebop,Action,TV,26.0,8.82,486824,1998.0
1,Cowboy Bebop,Adventure,TV,26.0,8.82,486824,1998.0
1,Cowboy Bebop,Comedy,TV,26.0,8.82,486824,1998.0
1,Cowboy Bebop,Drama,TV,26.0,8.82,486824,1998.0
1,Cowboy Bebop,Sci-Fi,TV,26.0,8.82,486824,1998.0
1,Cowboy Bebop,Space,TV,26.0,8.82,486824,1998.0
30276,One Punch Man,Action,TV,12.0,8.82,552458,2015.0
30276,One Punch Man,Comedy,TV,12.0,8.82,552458,2015.0
30276,One Punch Man,Parody,TV,12.0,8.82,552458,2015.0
30276,One Punch Man,Sci-Fi,TV,12.0,8.82,552458,2015.0
30276,One Punch Man,Seinen,TV,12.0,8.82,552458,2015.0
30276,One Punch Man,Super Power,TV,12.0,8.82,552458,2015.0
30276,One Punch Man,Supernatural,TV,12.0,8.82,552458,2015.0
164,Mononoke Hime,Action,Movie,1.0,8.81,339556,1997.0
164,Mononoke Hime,Adventure,Movie,1.0,8.81,339556,1997.0
164,Mononoke Hime,Fantasy,Movie,1.0,8.81,339556,1997.0
7311,Suzumiya Haruhi no Shoushitsu,Comedy,Movie,1.0,8.81,240297,2010.0
7311,Suzumiya Haruhi no Shoushitsu,Mystery,Movie,1.0,8.81,240297,2010.0
7311,Suzumiya Haruhi no Shoushitsu,Romance,Movie,1.0,8.81,240297,2010.0
7311,Suzumiya Haruhi no Shoushitsu,School,Movie,1.0,8.81,240297,2010.0
7311,Suzumiya Haruhi no Shoushitsu,Sci-Fi,Movie,1.0,8.81,240297,2010.0
7311,Suzumiya Haruhi no Shoushitsu,Supernatural,Movie,1.0,8.81,240297,2010.0
17074,Monogatari Series: Second Season,Comedy,TV,26.0,8.8,205959,2013.0
17074,Monogatari Series: Second Season,Mystery,TV,26.0,8.8,205959,2013.0
17074,Monogatari Series: Second Season,Romance,TV,26.0,8.8,205959,2013.0
17074,Monogatari Series: Second Season,Supernatural,TV,26.0,8.8,205959,2013.0
17074,Monogatari Series: Second Season,Vampire,TV,26.0,8.8,205959,2013.0
21939,Mushishi Zoku Shou,Adventure,TV,10.0,8.8,101351,2014.0
21939,Mushishi Zoku Shou,Fantasy,TV,10.0,8.8,101351,2014.0
21939,Mushishi Zoku Shou,Historical,TV,10.0,8.8,101351,2014.0
21939,Mushishi Zoku Shou,Mystery,TV,10.0,8.8,101351,2014.0
21939,Mushishi Zoku Shou,Seinen,TV,10.0,8.8,101351,2014.0
21939,Mushishi Zoku Shou,Slice of Life,TV,10.0,8.8,101351,2014.0
21939,Mushishi Zoku Shou,Supernatural,TV,10.0,8.8,101351,2014.0
457,Mushishi,Adventure,TV,26.0,8.78,300030,2005.0
457,Mushishi,Fantasy,TV,26.0,8.78,300030,2005.0
457,Mushishi,Historical,TV,26.0,8.78,300030,2005.0
457,Mushishi,Mystery,TV,26.0,8.78,300030,2005.0
457,Mushishi,Seinen,TV,26.0,8.78,300030,2005.0
457,Mushishi,Slice of Life,TV,26.0,8.78,300030,2005.0
457,Mushishi,Supernatural,TV,26.0,8.78,300030,2005.0
2001,Tengen Toppa Gurren Lagann,Action,TV,27.0,8.78,562962,2007.0
2001,Tengen Toppa Gurren Lagann,Adventure,TV,27.0,8.78,562962,2007.0
2001,Tengen Toppa Gurren Lagann,Comedy,TV,27.0,8.78,562962,2007.0
2001,Tengen Toppa Gurren Lagann,Mecha,TV,27.0,8.78,562962,2007.0
2001,Tengen Toppa Gurren Lagann,Sci-Fi,TV,27.0,8.78,562962,2007.0
245,Great Teacher Onizuka,Comedy,TV,43.0,8.77,268487,1999.0
245,Great Teacher Onizuka,Drama,TV,43.0,8.77,268487,1999.0
245,Great Teacher Onizuka,School,TV,43.0,8.77,268487,1999.0
245,Great Teacher Onizuka,Shounen,TV,43.0,8.77,268487,1999.0
245,Great Teacher Onizuka,Slice of Life,TV,43.0,8.77,268487,1999.0
32983,Natsume Yuujinchou Go,Drama,TV,13.0,8.76,38865,2016.0
32983,Natsume Yuujinchou Go,Fantasy,TV,13.0,8.76,38865,2016.0
32983,Natsume Yuujinchou Go,Shoujo,TV,13.0,8.76,38865,2016.0
32983,Natsume Yuujinchou Go,Slice of Life,TV,13.0,8.76,38865,2016.0
32983,Natsume Yuujinchou Go,Supernatural,TV,13.0,8.76,38865,2016.0
5258,Hajime no Ippo: New Challenger,Comedy,TV,26.0,8.75,88995,2009.0
5258,Hajime no Ippo: New Challenger,Drama,TV,26.0,8.75,88995,2009.0
5258,Hajime no Ippo: New Challenger,Shounen,TV,26.0,8.75,88995,2009.0
5258,Hajime no Ippo: New Challenger,Sports,TV,26.0,8.75,88995,2009.0
28957,Mushishi Zoku Shou: Suzu no Shizuku,Adventure,Movie,1.0,8.75,32266,2015.0
28957,Mushishi Zoku Shou: Suzu no Shizuku,Fantasy,Movie,1.0,8.75,32266,2015.0
28957,Mushishi Zoku Shou: Suzu no Shizuku,Historical,Movie,1.0,8.75,32266,2015.0
28957,Mushishi Zoku Shou: Suzu no Shizuku,Mystery,Movie,1.0,8.75,32266,2015.0
28957,Mushishi Zoku Shou: Suzu no Shizuku,Seinen,Movie,1.0,8.75,32266,2015.0
28957,Mushishi Zoku Shou: Suzu no Shizuku,Slice of Life,Movie,1.0,8.75,32266,2015.0
28957,Mushishi Zoku Shou: Suzu no Shizuku,Supernatural,Movie,1.0,8.75,32266,2015.0
11665,Natsume Yuujinchou Shi,Drama,TV,13.0,8.75,98431,2012.0
11665,Natsume Yuujinchou Shi,Fantasy,TV,13.0,8.75,98431,2012.0
11665,Natsume Yuujinchou Shi,Shoujo,TV,13.0,8.75,98431,2012.0
11665,Natsume Yuujinchou Shi,Slice of Life,TV,13.0,8.75,98431,2012.0
11665,Natsume Yuujinchou Shi,Supernatural,TV,13.0,8.75,98431,2012.0
431,Howl no Ugoku Shiro,Adventure,Movie,1.0,8.74,333186,2004.0
431,Howl no Ugoku Shiro,Drama,Movie,1.0,8.74,333186,2004.0
431,Howl no Ugoku Shiro,Fantasy,Movie,1.0,8.74,333186,2004.0
431,Howl no Ugoku Shiro,Romance,Movie,1.0,8.74,333186,2004.0
11741,Fate/Zero 2nd Season,Action,TV,12.0,8.73,340973,2012.0
11741,Fate/Zero 2nd Season,Fantasy,TV,12.0,8.73,340973,2012.0
11741,Fate/Zero 2nd Season,Supernatural,TV,12.0,8.73,340973,2012.0
11741,Fate/Zero 2nd Season,Thriller,TV,12.0,8.73,340973,2012.0
31757,Kizumonogatari II: Nekketsu-hen,Action,Movie,1.0,8.73,34347,2016.0
31757,Kizumonogatari II: Nekketsu-hen,Mystery,Movie,1.0,8.73,34347,2016.0
31757,Kizumonogatari II: Nekketsu-hen,Supernatural,Movie,1.0,8.73,34347,2016.0
31757,Kizumonogatari II: Nekketsu-hen,Vampire,Movie,1.0,8.73,34347,2016.0
19,Monster,Drama,TV,74.0,8.72,247562,2004.0
19,Monster,Horror,TV,74.0,8.72,247562,2004.0
19,Monster,Mystery,TV,74.0,8.72,247562,2004.0
19,Monster,Police,TV,74.0,8.72,247562,2004.0
19,Monster,Psychological,TV,74.0,8.72,247562,2004.0
19,Monster,Seinen,TV,74.0,8.72,247562,2004.0
19,Monster,Thriller,TV,74.0,8.72,247562,2004.0
12365,Bakuman. 3rd Season,Comedy,TV,25.0,8.71,133620,2012.0
12365,Bakuman. 3rd Season,Drama,TV,25.0,8.71,133620,2012.0
12365,Bakuman. 3rd Season,Romance,TV,25.0,8.71,133620,2012.0
12365,Bakuman. 3rd Season,Shounen,TV,25.0,8.71,133620,2012.0
1535,Death Note,Mystery,TV,37.0,8.71,1013917,2006.0
1535,Death Note,Police,TV,37.0,8.71,1013917,2006.0
1535,Death Note,Psychological,TV,37.0,8.71,1013917,2006.0
1535,Death Note,Supernatural,TV,37.0,8.71,1013917,2006.0
1535,Death Note,Thriller,TV,37.0,8.71,1013917,2006.0
32366,Gintama°: Aizome Kaori-hen,Comedy,OVA,2.0,8.69,16947,2016.0
32366,Gintama°: Aizome Kaori-hen,Parody,OVA,2.0,8.69,16947,2016.0
30654,Ansatsu Kyoushitsu (TV) 2nd Season,Action,TV,25.0,8.68,176475,2016.0
30654,Ansatsu Kyoushitsu (TV) 2nd Season,Comedy,TV,25.0,8.68,176475,2016.0
30654,Ansatsu Kyoushitsu (TV) 2nd Season,School,TV,25.0,8.68,176475,2016.0
30654,Ansatsu Kyoushitsu (TV) 2nd Season,Shounen,TV,25.0,8.68,176475,2016.0
20583,Haikyuu!!,Comedy,TV,25.0,8.68,284498,2014.0
20583,Haikyuu!!,Drama,TV,25.0,8.68,284498,2014.0
20583,Haikyuu!!,School,TV,25.0,8.68,284498,2014.0
20583,Haikyuu!!,Shounen,TV,25.0,8.68,284498,2014.0
20583,Haikyuu!!,Sports,TV,25.0,8.68,284498,2014.0
19647,Hajime no Ippo: Rising,Comedy,TV,25.0,8.68,66756,2013.0
19647,Hajime no Ippo: Rising,Drama,TV,25.0,8.68,66756,2013.0
19647,Hajime no Ippo: Rising,Shounen,TV,25.0,8.68,66756,2013.0
19647,Hajime no Ippo: Rising,Sports,TV,25.0,8.68,66756,2013.0
4282,Kara no Kyoukai 5: Mujun Rasen,Action,Movie,1.0,8.68,111074,2008.0
4282,Kara no Kyoukai 5: Mujun Rasen,Drama,Movie,1.0,8.68,111074,2008.0
4282,Kara no Kyoukai 5: Mujun Rasen,Mystery,Movie,1.0,8.68,111074,2008.0
4282,Kara no Kyoukai 5: Mujun Rasen,Romance,Movie,1.0,8.68,111074,2008.0
4282,Kara no Kyoukai 5: Mujun Rasen,Supernatural,Movie,1.0,8.68,111074,2008.0
4282,Kara no Kyoukai 5: Mujun Rasen,Thriller,Movie,1.0,8.68,111074,2008.0
10379,Natsume Yuujinchou San,Drama,TV,13.0,8.67,102322,2011.0
10379,Natsume Yuujinchou San,Fantasy,TV,13.0,8.67,102322,2011.0
10379,Natsume Yuujinchou San,Shoujo,TV,13.0,8.67,102322,2011.0
10379,Natsume Yuujinchou San,Slice of Life,TV,13.0,8.67,102322,2011.0
10379,Natsume Yuujinchou San,Supernatural,TV,13.0,8.67,102322,2011.0
22135,Ping Pong The Animation,Psychological,TV,11.0,8.67,97187,2014.0
22135,Ping Pong The Animation,Seinen,TV,11.0,8.67,97187,2014.0
22135,Ping Pong The Animation,Sports,TV,11.0,8.67,97187,2014.0
21329,Mushishi Special: Hihamukage,Adventure,Special,1.0,8.66,49036,2014.0
21329,Mushishi Special: Hihamukage,Fantasy,Special,1.0,8.66,49036,2014.0
21329,Mushishi Special: Hihamukage,Historical,Special,1.0,8.66,49036,2014.0
21329,Mushishi Special: Hihamukage,Mystery,Special,1.0,8.66,49036,2014.0
21329,Mushishi Special: Hihamukage,Seinen,Special,1.0,8.66,49036,2014.0
21329,Mushishi Special: Hihamukage,Slice of Life,Special,1.0,8.66,49036,2014.0
21329,Mushishi Special: Hihamukage,Supernatural,Special,1.0,8.66,49036,2014.0
31043,Boku dake ga Inai Machi,Mystery,TV,12.0,8.65,402381,2016.0
31043,Boku dake ga Inai Machi,Psychological,TV,12.0,8.65,402381,2016.0
31043,Boku dake ga Inai Machi,Seinen,TV,12.0,8.65,402381,2016.0
31043,Boku dake ga Inai Machi,Supernatural,TV,12.0,8.65,402381,2016.0
7785,Yojouhan Shinwa Taikei,Mystery,TV,11.0,8.65,122531,2010.0
7785,Yojouhan Shinwa Taikei,Psychological,TV,11.0,8.65,122531,2010.0
7785,Yojouhan Shinwa Taikei,Romance,TV,11.0,8.65,122531,2010.0
3297,Aria The Origination,Fantasy,TV,13.0,8.64,56162,2008.0
3297,Aria The Origination,Sci-Fi,TV,13.0,8.64,56162,2008.0
3297,Aria The Origination,Shounen,TV,13.0,8.64,56162,2008.0
3297,Aria The Origination,Slice of Life,TV,13.0,8.64,56162,2008.0
30709,Kamisama Hajimemashita: Kako-hen,Comedy,OVA,4.0,8.64,33422,2015.0
30709,Kamisama Hajimemashita: Kako-hen,Demons,OVA,4.0,8.64,33422,2015.0
30709,Kamisama Hajimemashita: Kako-hen,Fantasy,OVA,4.0,8.64,33422,2015.0
30709,Kamisama Hajimemashita: Kako-hen,Shoujo,OVA,4.0,8.64,33422,2015.0
30709,Kamisama Hajimemashita: Kako-hen,Supernatural,OVA,4.0,8.64,33422,2015.0
6114,Rainbow: Nisha Rokubou no Shichinin,Drama,TV,26.0,8.64,139474,2010.0
6114,Rainbow: Nisha Rokubou no Shichinin,Historical,TV,26.0,8.64,139474,2010.0
6114,Rainbow: Nisha Rokubou no Shichinin,Seinen,TV,26.0,8.64,139474,2010.0
6114,Rainbow: Nisha Rokubou no Shichinin,Thriller,TV,26.0,8.64,139474,2010.0
31240,Re:Zero kara Hajimeru Isekai Seikatsu,Drama,TV,25.0,8.64,355839,2016.0
31240,Re:Zero kara Hajimeru Isekai Seikatsu,Fantasy,TV,25.0,8.64,355839,2016.0
31240,Re:Zero kara Hajimeru Isekai Seikatsu,Psychological,TV,25.0,8.64,355839,2016.0
31240,Re:Zero kara Hajimeru Isekai Seikatsu,Thriller,TV,25.0,8.64,355839,2016.0
4565,Tengen Toppa Gurren Lagann Movie: Lagann-hen,Action,Movie,1.0,8.64,82253,2009.0
4565,Tengen Toppa Gurren Lagann Movie: Lagann-hen,Mecha,Movie,1.0,8.64,82253,2009.0
4565,Tengen Toppa Gurren Lagann Movie: Lagann-hen,Sci-Fi,Movie,1.0,8.64,82253,2009.0
4565,Tengen Toppa Gurren Lagann Movie: Lagann-hen,Space,Movie,1.0,8.64,82253,2009.0
4565,Tengen Toppa Gurren Lagann Movie: Lagann-hen,Super Power,Movie,1.0,8.64,82253,2009.0
5300,Zoku Natsume Yuujinchou,Drama,TV,13.0,8.64,114173,2009.0
5300,Zoku Natsume Yuujinchou,Fantasy,TV,13.0,8.64,114173,2009.0
5300,Zoku Natsume Yuujinchou,Shoujo,TV,13.0,8.64,114173,2009.0
5300,Zoku Natsume Yuujinchou,Slice of Life,TV,13.0,8.64,114173,2009.0
5300,Zoku Natsume Yuujinchou,Supernatural,TV,13.0,8.64,114173,2009.0
9989,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,Drama,TV,11.0,8.62,463835,2011.0
9989,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,Slice of Life,TV,11.0,8.62,463835,2011.0
9989,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,Supernatural,TV,11.0,8.62,463835,2011.0
24415,Kuroko no Basket 3rd Season,Comedy,TV,25.0,8.62,184525,2015.0
24415,Kuroko no Basket 3rd Season,School,TV,25.0,8.62,184525,2015.0
24415,Kuroko no Basket 3rd Season,Shounen,TV,25.0,8.62,184525,2015.0
24415,Kuroko no Basket 3rd Season,Sports,TV,25.0,8.62,184525,2015.0
11577,Steins;Gate Movie: Fuka Ryouiki no Déjà vu,Sci-Fi,Movie,1.0,8.61,192424,2013.0
11577,Steins;Gate Movie: Fuka Ryouiki no Déjà vu,Thriller,Movie,1.0,8.61,192424,2013.0
10408,Hotarubi no Mori e,Drama,Movie,1.0,8.61,197439,2011.0
10408,Hotarubi no Mori e,Romance,Movie,1.0,8.61,197439,2011.0
10408,Hotarubi no Mori e,Shoujo,Movie,1.0,8.61,197439,2011.0
10408,Hotarubi no Mori e,Supernatural,Movie,1.0,8.61,197439,2011.0
28171,Shokugeki no Souma,Ecchi,TV,24.0,8.61,348951,2015.0
28171,Shokugeki no Souma,School,TV,24.0,8.61,348951,2015.0
28171,Shokugeki no Souma,Shounen,TV,24.0,8.61,348951,2015.0
32995,Yuri!!! on Ice,Comedy,TV,12.0,8.61,103178,2016.0
32995,Yuri!!! on Ice,Sports,TV,12.0,8.61,103178,2016.0
21899,Gintama: Yorinuki Gintama-san on Theater 2D,Action,Movie,2.0,8.6,11104,2012.0
21899,Gintama: Yorinuki Gintama-san on Theater 2D,Comedy,Movie,2.0,8.6,11104,2012.0
21899,Gintama: Yorinuki Gintama-san on Theater 2D,Historical,Movie,2.0,8.6,11104,2012.0
21899,Gintama: Yorinuki Gintama-san on Theater 2D,Parody,Movie,2.0,8.6,11104,2012.0
21899,Gintama: Yorinuki Gintama-san on Theater 2D,Samurai,Movie,2.0,8.6,11104,2012.0
21899,Gintama: Yorinuki Gintama-san on Theater 2D,Sci-Fi,Movie,2.0,8.6,11104,2012.0
21899,Gintama: Yorinuki Gintama-san on Theater 2D,Shounen,Movie,2.0,8.6,11104,2012.0
26055,JoJo no Kimyou na Bouken: Stardust Crusaders 2nd Season,Action,TV,24.0,8.6,93657,2015.0
26055,JoJo no Kimyou na Bouken: Stardust Crusaders 2nd Season,Adventure,TV,24.0,8.6,93657,2015.0
26055,JoJo no Kimyou na Bouken: Stardust Crusaders 2nd Season,Drama,TV,24.0,8.6,93657,2015.0
26055,JoJo no Kimyou na Bouken: Stardust Crusaders 2nd Season,Shounen,TV,24.0,8.6,93657,2015.0
26055,JoJo no Kimyou na Bouken: Stardust Crusaders 2nd Season,Supernatural,TV,24.0,8.6,93657,2015.0
7472,Gintama Movie: Shinyaku Benizakura-hen,Action,Movie,1.0,8.59,51185,2010.0
7472,Gintama Movie: Shinyaku Benizakura-hen,Comedy,Movie,1.0,8.59,51185,2010.0
7472,Gintama Movie: Shinyaku Benizakura-hen,Historical,Movie,1.0,8.59,51185,2010.0
7472,Gintama Movie: Shinyaku Benizakura-hen,Parody,Movie,1.0,8.59,51185,2010.0
7472,Gintama Movie: Shinyaku Benizakura-hen,Samurai,Movie,1.0,8.59,51185,2010.0
7472,Gintama Movie: Shinyaku Benizakura-hen,Sci-Fi,Movie,1.0,8.59,51185,2010.0
7472,Gintama Movie: Shinyaku Benizakura-hen,Shounen,Movie,1.0,8.59,51185,2010.0
777,Hellsing Ultimate,Action,OVA,10.0,8.59,297454,2006.0
777,Hellsing Ultimate,Horror,OVA,10.0,8.59,297454,2006.0
