anime_id,title,genre,type,episodes,rating,members,year
801,Ghost in the Shell: Stand Alone Complex 2nd GIG,Action,TV,26,8.57,113993,2004
31933,JoJo no Kimyou na Bouken: Diamond wa Kudakenai,Action,TV,39,8.57,74074,2016
5205,Kara no Kyoukai 7: Satsujin Kousatsu (Kou),Action,Movie,1,8.57,95658,2009
17389,Kingdom 2nd Season,Action,TV,39,8.57,31234,2013
170,Slam Dunk,Comedy,TV,101,8.56,82570,1993
10162,Usagi Drop,Josei,TV,11,8.56,194855,2011
18617,Girls und Panzer der Film,Military,Movie,1,8.55,25641,2015
32182,Mob Psycho 100,Action,TV,12,8.55,193716,2016
877,Nana,Comedy,TV,47,8.55,197256,2006
2251,Baccano!,Action,TV,13,8.54,363215,2007
24687,Mushishi Zoku Shou: Odoro no Michi,Adventure,Special,1,8.54,34011,2014
16498,Shingeki no Kyojin,Action,TV,25,8.54,896229,2013
10030,Bakuman. 2nd Season,Comedy,TV,25,8.53,151561,2011
5941,Cross Game,Comedy,TV,50,8.53,53108,2009
30346,Doukyuusei (Movie),Romance,Movie,1,8.53,28864,2016
3784,Evangelion: 2.0 You Can (Not) Advance,Action,Movie,1,8.53,182224,2009
13125,Shinsekai yori,Drama,TV,25,8.53,288376,2012
12029,Uchuu Senkan Yamato 2199,Action,OVA,26,8.53,44223,2012
14397,Chihayafuru 2,Drama,TV,25,8.52,86074,2013
10087,Fate/Zero,Action,TV,13,8.51,453630,2011
14719,JoJo no Kimyou na Bouken (TV),Action,TV,26,8.51,190197,2012
9756,Mahou Shoujo Madoka★Magica,Drama,TV,12,8.51,462974,2011
10165,Nichijou,Comedy,TV,26,8.52,254436,2011
13601,Psycho-Pass,Action,TV,22,8.5,509109,2012
22789,Barakamon,Comedy,TV,12,8.5,225927,2014
30230,Diamond no Ace: Second Season,Comedy,TV,51,8.5,38531,2015
18115,Magi: The Kingdom of Magic,Action,TV,25,8.5,245026,2013
11981,Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari,Drama,Movie,1,8.5,135735,2013
11917,Major: World Series,Comedy,OVA,2,8.5,13405,2011
205,Samurai Champloo,Action,TV,26,8.5,390076,2004
32282,Shokugeki no Souma: Ni no Sara,Ecchi,TV,13,8.5,185015,2016
6594,Katanagatari,Action,TV,12,8.49,207241,2010
11979,Mahou Shoujo Madoka★Magica Movie 2: Eien no Monogatari,Drama,Movie,1,8.49,85361,2012
7655,Major S6,Comedy,TV,25,8.49,24788,2010
2246,Mononoke,Demons,TV,12,8.49,88850,2007
25835,Shirobako,Comedy,TV,24,8.49,146895,2014
2921,Ashita no Joe 2,Drama,TV,47,8.48,6259,1980
136,Hunter x Hunter,Action,TV,62,8.48,166255,1999
30503,Noragami Aragoto,Action,TV,13,8.48,299434,2015
12531,Sakamichi no Apollon,Drama,TV,12,8.48,146592,2012
523,Tonari no Totoro,Adventure,Movie,1,8.48,271484,1988
467,Ghost in the Shell: Stand Alone Complex,Action,TV,26,8.47,194491,2002
572,Kaze no Tani no Nausicaä,Adventure,Movie,1,8.47,143273,1984
19815,No Game No Life,Adventure,TV,12,8.47,602291,2014
2559,Romeo no Aoi Sora,Adventure,TV,33,8.47,15074,1995
392,Yuu☆Yuu☆Hakusho,Action,TV,112,8.47,195017,1992
486,Kino no Tabi: The Beautiful World,Action,TV,13,8.46,102822,2003
11771,Kuroko no Basket,Comedy,TV,25,8.46,338315,2012
1698,Nodame Cantabile,Comedy,TV,23,8.46,157025,2007
5341,Ookami to Koushinryou II,Adventure,TV,12,8.46,210491,2009
25781,Shingeki no Kyojin: Kuinaki Sentaku,Action,OVA,2,8.45,92543,2014
10863,Steins;Gate: Oukoubakko no Poriomania,Sci-Fi,Special,1,8.46,159548,2012
28701,Fate/stay night: Unlimited Blade Works 2nd Season,Action,TV,13,8.45,205987,2015
5420,Kemono no Souja Erin,Drama,TV,50,8.45,36751,2009
9260,Kizumonogatari I: Tekketsu-hen,Mystery,Movie,1,8.45,99579,2016
32,Neon Genesis Evangelion: The End of Evangelion,Dementia,Movie,1,8.45,215630,1997
4224,Toradora!,Comedy,TV,25,8.45,633817,2008
2236,Toki wo Kakeru Shoujo,Adventure,Movie,1,8.44,289206,2006
2685,Tsubasa: Tokyo Revelations,Action,OVA,3,8.44,57963,2007
31181,Owarimonogatari,Comedy,TV,12,8.43,107855,2015
45,Rurouni Kenshin: Meiji Kenkaku Romantan,Action,TV,94,8.43,218928,1996
2418,Stranger: Mukou Hadan,Action,Movie,1,8.43,125503,2007
1365,Detective Conan Movie 06: The Phantom of Baker Street,Adventure,Movie,1,8.42,28462,2002
22297,Fate/stay night: Unlimited Blade Works,Action,TV,12,8.42,267484,2014
627,Major S1,Comedy,TV,26,8.42,41061,2004
10937,Mobile Suit Gundam: The Origin,Action,OVA,6,8.42,15420,2015
23755,Nanatsu no Taizai,Action,TV,24,8.42,331627,2014
4081,Natsume Yuujinchou,Drama,TV,13,8.42,210736,2008
4155,One Piece Film: Strong World,Action,Movie,1,8.42,85020,2009
1889,Higurashi no Naku Koro ni Kai,Mystery,TV,24,8.41,218101,2007
137,Hunter x Hunter OVA,Action,OVA,8,8.41,53168,2002
139,Hunter x Hunter: Greed Island Final,Action,OVA,14,8.41,55787,2004
23317,Kuroshitsuji: Book of Murder,Comedy,OVA,2,8.41,67261,2015
558,Major S2,Comedy,TV,26,8.41,30689,2005
5040,One Outs,Psychological,TV,25,8.41,83056,2008
57,Beck,Comedy,TV,26,8.4,148328,2004
33,Berserk,Action,TV,25,8.4,226430,1997
5,Cowboy Bebop: Tengoku no Tobira,Action,Movie,1,8.4,137636,2001
1842,Major S3,Drama,TV,26,8.4,29528,2007
6336,Mobile Suit Gundam Unicorn,Action,OVA,7,8.4,42076,2010
20651,Natsume Yuujinchou: Itsuka Yuki no Hi ni,Drama,OVA,1,8.4,28302,2014
1210,NHK ni Youkoso!,Comedy,TV,24,8.4,291228,2006
338,Rose of Versailles,Adventure,TV,40,8.4,32188,1979
13759,Sakurasou no Pet na Kanojo,Comedy,TV,24,8.4,380375,2012
6547,Angel Beats!,Action,TV,13,8.39,717796,2010
5081,Bakemonogatari,Mystery,TV,15,8.39,482268,2009
32867,Bungou Stray Dogs 2nd Season,Mystery,TV,12,8.39,83641,2016
264,Hajime no Ippo: Champion Road,Comedy,Special,1,8.39,47840,2003
12859,One Piece Film: Z,Action,Movie,1,8.39,76051,2012
853,Ouran Koukou Host Club,Comedy,TV,26,8.39,422271,2006
5460,Detective Conan Movie 13: The Raven Chaser,Action,Movie,1,8.38,21798,2009
6746,Durarara!!,Action,TV,24,8.38,556431,2010
5690,Nodame Cantabile Finale,Comedy,TV,11,8.38,67697,2010
329,Planetes,Drama,TV,26,8.38,105044,2003
34240,Shelter,Music,Music,1,8.38,71136,2016
513,Tenkuu no Shiro Laputa,Adventure,Movie,1,8.38,151061,1986
6945,Gintama: Shiroyasha Koutan,Action,Special,1,8.37,27213,2008
1142,Hachimitsu to Clover II,Drama,TV,12,8.37,61493,2006
6811,InuYasha: Kanketsu-hen,Action,TV,26,8.37,99128,2009
16664,Kaguya-hime no Monogatari,Fantasy,Movie,1,8.37,45547,2013
1604,Katekyo Hitman Reborn!,Action,TV,203,8.37,258103,2006
22145,Kuroshitsuji: Book of Circus,Comedy,TV,10,8.37,122895,2014
2966,Ookami to Koushinryou,Adventure,TV,13,8.37,334932,2008
31964,Boku no Hero Academia,Action,TV,13,8.36,282002,2016
19363,Gin no Saji 2nd Season,Comedy,TV,11,8.36,67032,2014
18195,Little Busters!: Refrain,Comedy,TV,13,8.36,71820,2013
9890,Major: Message,Comedy,OVA,1,8.36,12282,2010
9130,Saint Seiya: The Lost Canvas - Meiou Shinwa 2,Action,OVA,13,8.36,27532,2011
9863,SKET Dance,Comedy,TV,77,8.36,101027,2011
7674,Bakuman.,Comedy,TV,25,8.35,246899,2010
11843,Danshi Koukousei no Nichijou,Comedy,TV,12,8.35,258914,2012
16782,Kotonoha no Niwa,Drama,Movie,1,8.35,189741,2013
28675,Kyoukai no Kanata Movie: I&#039;ll Be Here - Mirai-hen,Fantasy,Movie,1,8.35,59815,2015
3226,Major S4,Comedy,TV,26,8.35,28002,2008
21557,Omoide no Marnie,Drama,Movie,1,8.35,53590,2014
31715,Working!!!: Lord of the Takanashi,Comedy,Special,1,8.34,31856,2016
43,Ghost in the Shell,Action,Movie,1,8.34,223036,1995
9617,K-On! Movie,Comedy,Movie,1,8.34,115252,2011
31051,Kuroko no Basket: Saikou no Present Desu,Action,Special,1,8.34,22900,2015
10153,Mahou Shoujo Lyrical Nanoha: The Movie 2nd A&#039;s,Action,Movie,1,8.34,13315,2012
1033,Sennen Joyuu,Action,Movie,1,8.34,58492,2002
32188,Steins;Gate: Kyoukaimenjou no Missing Link - Divide By Zero,Sci-Fi,Special,1,8.34,38147,2015
3091,xxxHOLiC Kei,Comedy,TV,13,8.34,74941,2008
12115,Berserk: Ougon Jidai-hen III - Kourin,Action,Movie,1,8.33,65594,2013
28223,Death Parade,Drama,TV,12,8.33,383914,2015
121,Fullmetal Alchemist,Action,TV,51,8.33,600384,2003
3002,Gyakkyou Burai Kaiji: Ultimate Survivor,Game,TV,26,8.33,98996,2007
138,Hunter x Hunter: Greed Island,Action,OVA,8,8.33,57029,2003
6675,Redline,Action,Movie,1,8.33,109392,2009
10800,Chihayafuru,Drama,TV,25,8.32,158561,2011
32005,Detective Conan Movie 20: The Darkest Nightmare,Action,Movie,1,8.32,6229,2016
813,Dragon Ball Z,Action,TV,291,8.32,375662,1989
27821,Fate/stay night: Unlimited Blade Works - Prologue,Action,Special,1,8.32,106382,2014
28725,Kokoro ga Sakebitagatterunda.,Drama,Movie,1,8.32,59652,2015
585,Mimi wo Sumaseba,Adventure,Movie,1,8.32,94435,1995
16067,Nagi no Asukara,Drama,TV,26,8.32,224947,2013
30,Neon Genesis Evangelion,Action,TV,26,8.32,461946,1995
31490,One Piece Film: Gold,Action,Movie,1,8.32,18642,2016
759,Tokyo Godfathers,Comedy,Movie,1,8.32,89424,2003
6,Trigun,Action,TV,26,8.32,283069,1998
6864,xxxHOLiC Rou,Mystery,OVA,2,8.32,36353,2010
9735,Gintama: Shinyaku Benizakura-hen,Action,Special,1,8.31,14002,2010
11977,Mahou Shoujo Madoka★Magica Movie 1: Hajimari no Monogatari,Drama,Movie,1,8.31,88164,2012
11123,Sekaiichi Hatsukoi 2,Comedy,TV,12,8.31,69253,2011
23847,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,Comedy,TV,13,8.31,222994,2015
33161,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku OVA,Comedy,OVA,1,8.31,35120,2016
962,Aria The Natural,Fantasy,TV,26,8.3,39596,2006
1519,Black Lagoon: The Second Barrage,Action,TV,12,8.3,203233,2006
2167,Clannad,Comedy,TV,23,8.3,566690,2007
16706,Kami nomi zo Shiru Sekai: Megami-hen,Comedy,TV,12,8.3,142612,2013
5681,Summer Wars,Comedy,Movie,1,8.3,223359,2009
3901,Baccano! Specials,Action,Special,3,8.29,100412,2008
6467,Detective Conan Movie 14: The Lost Ship in the Sky,Action,Movie,1,8.29,20602,2010
10271,Gyakkyou Burai Kaiji: Hakairoku-hen,Game,TV,26,8.29,55566,2011
22507,Initial D Final Stage,Cars,TV,4,8.29,19702,2014
3701,Kaiba,Adventure,TV,12,8.29,56927,2008
19123,One Piece: Episode of Merry - Mou Hitori no Nakama no Monogatari,Action,Special,1,8.29,17247,2013
33255,Saiki Kusuo no Ψ-nan (TV),Comedy,TV,120,8.29,47092,2016
372,Cardcaptor Sakura Movie 2: Fuuin Sareta Card,Comedy,Movie,1,8.28,60637,2000
265,Hajime no Ippo: Mashiba vs. Kimura,Comedy,OVA,1,8.28,40623,2003
25681,Kamisama Hajimemashita◎,Comedy,TV,12,8.28,91796,2015
4722,Skip Beat!,Comedy,TV,25,8.28,134818,2008
24277,Yowamushi Pedal: Grande Road,Comedy,TV,24,8.28,50778,2014
239,Gankutsuou,Drama,TV,24,8.27,103828,2004
512,Majo no Takkyuubin,Adventure,Movie,1,8.27,152331,1989
4477,Nodame Cantabile: Paris-hen,Comedy,TV,11,8.27,70822,2008
15323,One Piece: Episode of Nami - Koukaishi no Namida to Nakama no Kizuna,Action,Special,1,8.27,24707,2012
31174,Osomatsu-san,Comedy,TV,25,8.27,60988,2015
23327,Space☆Dandy 2nd Season,Comedy,TV,13,8.27,60918,2014
5365,Tsumiki no Ie,Drama,Movie,1,8.27,45189,2008
3702,Detroit Metal City,Comedy,OVA,12,8.26,104893,2008
3167,Eve no Jikan,Sci-Fi,ONA,6,8.26,99074,2008
7465,Eve no Jikan (Movie),Sci-Fi,Movie,1,8.26,66376,2010
7054,Kaichou wa Maid-sama!,Comedy,TV,26,8.26,391628,2010
1257,Saint Seiya: Meiou Hades Juuni Kyuu-hen,Adventure,OVA,13,8.26,23701,2002
23283,Zankyou no Terror,Psychological,TV,11,8.26,342893,2014
2025,Darker than Black: Kuro no Keiyakusha,Action,TV,25,8.25,440334,2007
235,Detective Conan,Adventure,TV,NA,8.25,114702,1996
1364,Detective Conan Movie 05: Countdown to Heaven,Adventure,Movie,1,8.25,25432,2001
18689,Diamond no Ace,Comedy,TV,75,8.25,81384,2013
22043,Fairy Tail (2014),Action,TV,102,8.25,255076,2014
31988,Hibike! Euphonium 2,Drama,TV,13,8.25,47716,2016
20899,JoJo no Kimyou na Bouken: Stardust Crusaders,Action,TV,24,8.25,120089,2014
1453,Maison Ikkoku,Comedy,TV,96,8.25,22079,1986
23623,Non Non Biyori Repeat,Comedy,TV,12,8.26,64230,2015
1559,Shijou Saikyou no Deshi Kenichi,Action,TV,50,8.25,129112,2006
1382,Yuusha-Ou GaoGaiGar Final,Adventure,OVA,8,8.25,5001,2000
23289,Gekkan Shoujo Nozaki-kun,Comedy,TV,12,8.24,292622,2014
18,Initial D Fourth Stage,Action,TV,24,8.24,41584,2004
4814,Junjou Romantica 2,Comedy,TV,12,8.24,87617,2008
16662,Kaze Tachinu,Drama,Movie,1,8.24,75359,2013
12031,Kingdom,Action,TV,38,8.24,54211,2012
8129,Kuragehime,Comedy,TV,11,8.24,108053,2010
14513,Magi: The Labyrinth of Magic,Action,TV,25,8.24,317513,2012
2581,Mobile Suit Gundam 00,Action,TV,25,8.24,120351,2007
30015,ReLIFE,Romance,TV,13,8.24,202249,2016
6171,Saint Seiya: The Lost Canvas - Meiou Shinwa,Action,OVA,13,8.24,40355,2009
1827,Seirei no Moribito,Action,TV,26,8.24,106888,2007
25013,Akatsuki no Yona,Action,TV,24,8.23,216674,2014
1367,Detective Conan Movie 08: Magician of the Silver Sky,Adventure,Movie,1,8.23,23130,2004
27833,Durarara!!x2 Ketsu,Action,TV,12,8.23,115295,2016
26213,Free!: Eternal Summer Special,Comedy,Special,1,8.23,36091,2015
1974,Glass no Kamen (2005),Drama,TV,51,8.23,17038,2005
8425,Gosick,Drama,TV,24,8.23,232113,2011
12069,Hajime no Ippo: Boxer no Kobushi,Comedy,Special,1,8.23,20157,2003
185,Initial D First Stage,Action,TV,26,8.23,68128,1998
18679,Kill la Kill,Action,TV,24,8.23,508118,2013
2034,Lovely★Complex,Comedy,TV,24,8.23,235003,2007
437,Perfect Blue,Dementia,Movie,1,8.23,117565,1998
721,Princess Tutu,Comedy,TV,38,8.23,73218,2002
12477,Sakasama no Patema,Sci-Fi,Movie,1,8.23,89749,2013
4938,Tsubasa: Shunraiki,Action,OVA,2,8.23,40420,2009
2402,Ashita no Joe,Drama,TV,79,8.22,15442,1970
6702,Fairy Tail,Action,TV,175,8.22,584590,2009
1566,Ghost in the Shell: Stand Alone Complex - Solid State Society,Mecha,Special,1,8.22,55247,2006
31741,Magi: Sinbad no Bouken (TV),Action,TV,13,8.22,73480,2016
440,Shoujo Kakumei Utena,Drama,TV,39,8.22,77464,1997
4107,Tengen Toppa Gurren Lagann Movie: Gurren-hen,Action,Movie,1,8.22,72933,2008
1506,Detective Conan Movie 10: Requiem of the Detectives,Adventure,Movie,1,8.21,21789,2006
2759,Evangelion: 1.0 You Are (Not) Alone,Action,Movie,1,8.21,194561,2007
72,Full Metal Panic? Fumoffu,Action,TV,12,8.21,171086,2003
3016,Ginga Eiyuu Densetsu: Arata Naru Tatakai no Overture,Action,Movie,1,8.21,11808,1993
3783,Kara no Kyoukai 3: Tsuukaku Zanryuu,Action,Movie,1,8.21,108720,2008
3927,Mobile Suit Gundam 00 Second Season,Action,TV,25,8.21,86972,2008
11597,Nisemonogatari,Comedy,TV,11,8.21,260062,2012
28025,Tsukimonogatari,Comedy,TV,4,8.21,111009,2014
24833,Ansatsu Kyoushitsu (TV),Action,TV,22,8.2,312654,2015
29893,Aria The Avvenire,Fantasy,Special,3,8.2,9500,2015
27663,Baby Steps 2nd Season,Romance,TV,25,8.2,36251,2015
1482,D.Gray-man,Action,TV,103,8.2,334399,2006
3371,"Ginga Eiyuu Densetsu Gaiden: Senoku no Hoshi, Senoku no Hikari",Action,OVA,24,8.2,8621,1998
25313,Gintama: Jump Festa 2014 Special,Action,Special,1,8.2,13764,2015
1430,Lupin III: Cagliostro no Shiro,Adventure,Movie,1,8.2,32732,1979
33051,Mobile Suit Gundam: Iron-Blooded Orphans 2nd Season,Action,TV,25,8.2,21210,2016
7720,Ookiku Furikabutte: Natsu no Taikai-hen,Comedy,TV,13,8.2,22190,2010
1914,Saiunkoku Monogatari 2nd Season,Adventure,TV,39,8.2,23160,2007
20371,Sekaiichi Hatsukoi Movie: Yokozawa Takafumi no Baai,Comedy,Movie,1,8.2,23045,2014
15039,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai. Movie,Drama,Movie,1,8.19,95241,2013
2164,Dennou Coil,Adventure,TV,26,8.19,76860,2007
237,Eureka Seven,Adventure,TV,50,8.19,239570,2005
2449,Ghost in the Shell: Stand Alone Complex - The Laughing Man,Action,Special,1,8.19,21435,2005
10643,Gintama: Dai Hanseikai,Action,Special,1,8.19,14728,2010
17739,Hidamari Sketch: Sae Hiro Sotsugyou-hen,Comedy,OVA,2,8.19,5959,2013
135,Hikaru no Go,Comedy,TV,75,8.19,69000,2001
6045,Kimi ni Todoke,Romance,TV,25,8.19,309339,2009
16001,Kokoro Connect: Michi Random,Comedy,Special,4,8.19,106989,2012
6211,Tokyo Magnitude 8.0,Drama,TV,11,8.19,121349,2009
232,Cardcaptor Sakura,Adventure,TV,70,8.18,181249,1998
4789,ef: A Tale of Melodies.,Drama,TV,12,8.18,103657,2008
16918,Gin no Saji,Comedy,TV,11,8.18,116261,2013
16,Hachimitsu to Clover,Comedy,TV,24,8.18,130646,2005
1486,Kodomo no Omocha (TV),Comedy,TV,102,8.18,27893,1996
24997,Love Live! The School Idol Movie,Music,Movie,1,8.18,38118,2015
32902,Mahoutsukai no Yome: Hoshi Matsu Hito,Fantasy,OVA,3,8.18,43372,2016
8063,Sekaiichi Hatsukoi OVA,Comedy,OVA,2,8.18,35225,2011
25879,Working!!!,Comedy,TV,13,8.18,80763,2015
889,Black Lagoon,Action,TV,12,8.17,332562,2006
21419,Detective Conan Movie 18: The Sniper from Another Dimension,Action,Movie,1,8.17,12151,2014
2952,Final Fantasy VII: Advent Children Complete,Action,OVA,1,8.17,77111,2009
934,Higurashi no Naku Koro ni,Horror,TV,26,8.17,359494,2006
12189,Hyouka,Mystery,TV,22,8.17,372246,2012
731,Interstella5555: The 5tory of The 5ecret 5tar 5ystem,Adventure,Music,1,8.17,31464,2003
1530,Kanon (2006),Drama,TV,24,8.17,163171,2006
9656,Kimi ni Todoke 2nd Season,Romance,TV,12,8.17,171866,2011
20507,Noragami,Action,TV,12,8.17,515378,2014
31149,Persona 3 the Movie 4: Winter of Rebirth,Action,Movie,1,8.17,13359,2016
4918,xxxHOLiC Shunmuki,Comedy,OVA,2,8.17,40401,2009
14075,Zetsuen no Tempest,Action,TV,24,8.17,259900,2012
4772,Aria The Origination: Sono Choppiri Himitsu no Basho ni...,Comedy,Special,1,8.16,11961,2008
781,Detective Conan Movie 03: The Last Wizard of the Century,Adventure,Movie,1,8.16,26799,1999
1363,Detective Conan Movie 04: Captured in Her Eyes,Adventure,Movie,1,8.16,25461,2000
223,Dragon Ball,Adventure,TV,153,8.16,316102,1986
2004,Hanada Shounen-shi,Comedy,TV,25,8.16,6321,2002
25649,Junjou Romantica 3,Comedy,TV,12,8.16,39866,2015
153,Juuni Kokuki,Action,TV,45,8.16,66646,2002
5029,Major Movie: Yuujou no Winning Shot,Action,Movie,1,8.16,9943,2008
302,Mirai Shounen Conan,Adventure,TV,26,8.16,15557,1978
8740,One Piece Film: Strong World Episode 0,Action,OVA,1,8.16,33862,2010
5682,Phantom: Requiem for the Phantom,Action,TV,26,8.16,159105,2009
21647,Tamako Love Story,Comedy,Movie,1,8.16,72708,2014
16049,Toaru Kagaku no Railgun S,Action,TV,24,8.16,137105,2013
1065,Touch,Drama,TV,101,8.16,12833,1985
18179,Yowamushi Pedal,Comedy,TV,38,8.16,91138,2013
47,Akira,Action,Movie,1,8.15,215897,1988
4901,Black Lagoon: Roberta&#039;s Blood Trail,Action,OVA,5,8.15,108099,2010
23199,Durarara!!x2 Shou,Action,TV,12,8.15,189407,2015
32122,Gintama: Jump Festa 2015 Special,Action,Special,1,8.15,7923,2015
30415,High☆Speed!: Free! Starting Days,School,Movie,1,8.15,24310,2015
851,Kyou kara Ore wa!!,Comedy,OVA,10,8.15,7954,1993
10049,Nurarihyon no Mago: Sennen Makyou,Action,TV,24,8.15,75612,2011
1943,Paprika,Fantasy,Movie,1,8.15,163308,2006
4053,Prince of Tennis: The National Tournament Finals,Comedy,OVA,7,8.15,21020,2008
846,School Rumble Ni Gakki,Comedy,TV,26,8.15,93095,2006
9926,Sekaiichi Hatsukoi,Comedy,TV,12,8.15,94820,2011
31173,Akagami no Shirayuki-hime 2nd Season,Drama,TV,12,8.14,80862,2016
4059,"Clannad: Mou Hitotsu no Sekai, Tomoyo-hen",Drama,Special,1,8.14,160423,2008
